name,catid,rid,manufacturingDate,rating,quantity,price
out,5,10736,2024-05-20,1,40700,11817
claim,1,3652,2023-09-17,1,37419,8818
statement,8,13407,2020-03-07,2,16166,15770
body,14,1807,2022-07-24,2,28390,20498
important,12,3329,2021-04-16,0,47430,15013
way,2,24367,2024-09-21,1,17179,9979
dream,2,4718,2024-01-27,2,15247,10159
just,10,25618,2023-12-15,0,18044,15706
media,2,23266,2023-04-13,0,22328,1770
least,16,5158,2023-09-09,5,22987,2178
field,16,4663,2023-07-13,5,46954,8673
strong,11,9584,2020-07-11,0,40457,23934
security,1,24001,2023-02-12,2,19717,23996
bar,13,15497,2022-08-07,5,8784,24335
anything,13,23307,2020-08-14,5,8418,1313
simple,8,16509,2022-11-17,0,13473,22160
information,7,2510,2023-04-28,5,27292,11069
feeling,5,518,2022-04-09,0,35230,11765
break,13,1866,2022-09-11,0,31598,2138
why,6,18041,2023-11-21,2,46570,22033
subject,13,1566,2020-03-15,2,46486,9755
among,15,11465,2022-05-30,3,18770,1806
apply,9,25498,2023-08-19,4,11814,26741
enter,7,24474,2023-06-06,4,37067,27126
page,8,3058,2022-06-25,4,14131,6354
particularly,16,20640,2022-07-09,3,23427,26054
prepare,8,26743,2020-06-18,4,12145,29411
officer,2,7796,2022-03-26,1,49157,17131
site,6,22474,2021-01-10,5,46430,8052
half,16,27567,2021-06-09,1,27253,3131
inside,4,14088,2020-08-26,4,17320,25919
sister,15,14549,2021-10-21,3,47946,12308
use,12,15047,2021-07-16,0,23364,3710
look,3,29312,2022-06-22,0,33942,16864
still,9,20698,2021-06-08,3,43382,178
understand,10,22957,2020-09-29,1,23515,543
pass,6,16045,2020-01-27,0,14687,10639
husband,12,11273,2020-12-10,5,7470,12017
success,16,14067,2022-03-17,5,32798,29313
agree,15,24076,2021-04-04,0,5232,17093
picture,3,22351,2021-08-31,1,34808,24732
catch,8,27883,2022-03-11,1,20382,29084
modern,8,7119,2023-08-24,5,30790,11119
apply,2,5302,2022-01-23,1,42996,8759
knowledge,15,5783,2021-02-19,3,24738,29000
not,4,26352,2021-08-28,2,31322,27310
tell,11,16427,2021-11-25,5,6782,27116
on,7,449,2021-08-03,4,31089,14689
every,8,21807,2022-05-09,1,18334,6632
chance,11,8216,2023-10-28,4,32178,24994
garden,11,26954,2022-09-16,4,29608,26144
second,16,2481,2021-11-11,4,12354,1398
four,12,10277,2020-04-04,5,43860,16385
interest,5,5633,2020-07-16,1,47007,8859
particular,13,29498,2022-06-15,2,15148,22951
but,6,2357,2023-09-13,5,15936,26525
safe,4,16558,2024-08-11,5,40362,2858
work,6,7389,2022-12-26,1,42637,25925
medical,6,17807,2023-08-15,4,25084,17121
recent,5,17476,2022-05-15,3,38372,16594
major,16,2395,2023-11-14,5,14172,22243
goal,10,14586,2020-08-06,3,28998,20564
Democrat,13,22917,2023-11-02,0,38434,266
their,14,4770,2024-04-13,3,29575,27886
company,4,24715,2021-11-11,1,37305,1143
list,2,4474,2021-05-04,5,26955,12964
power,11,2410,2020-12-16,3,26855,18173
government,15,29982,2023-02-21,1,34504,29107
base,12,7864,2020-08-24,5,10955,19799
yes,12,19312,2023-12-31,5,12563,14583
training,13,5739,2023-02-23,2,47004,3060
water,8,11326,2024-01-31,0,15206,29230
part,9,22959,2021-03-04,4,13806,6523
civil,12,6303,2020-09-30,3,13104,15274
must,4,21409,2023-03-02,5,32011,9000
possible,3,27641,2023-09-03,0,12887,12942
moment,4,23679,2024-02-25,4,34005,7386
she,4,14419,2021-03-12,5,36354,18277
ever,5,28839,2024-02-15,3,13726,20756
eight,9,34,2021-07-03,2,19744,6945
student,11,16718,2022-06-26,5,14986,15052
low,11,24127,2022-09-11,2,44867,21003
get,7,22776,2022-08-03,0,36606,14133
president,3,1583,2022-04-13,3,44275,9216
Mr,2,25629,2021-01-12,2,17747,26099
gas,6,8992,2021-11-14,1,27612,16888
without,8,4110,2022-03-16,3,5206,6869
happen,16,26793,2021-09-02,5,46359,4202
home,5,7387,2021-09-08,2,23802,997
radio,7,4923,2023-05-11,4,5337,18271
hand,1,13749,2020-01-25,3,33116,24670
effect,13,21515,2024-05-28,0,29444,16767
into,13,25676,2024-04-16,0,41569,26369
garden,11,23898,2021-02-12,0,46454,17159
present,3,21671,2024-03-09,1,19746,8556
boy,11,1442,2023-04-22,3,41317,24339
buy,1,8669,2024-03-04,3,42706,6468
manage,8,27803,2023-02-24,0,22922,13009
employee,1,18776,2021-10-17,3,7021,555
several,12,3705,2022-05-13,4,30811,19164
step,4,22524,2022-05-11,2,36826,2088
avoid,13,28359,2023-07-13,4,40305,9423
need,15,23472,2024-03-17,2,15672,4946
team,4,22309,2022-08-15,0,5034,7672
play,2,24098,2024-06-19,2,39683,16495
material,2,15707,2023-06-19,2,27607,14491
bill,16,24179,2022-11-19,3,9225,20714
out,15,3335,2021-03-28,0,5944,2638
production,16,18497,2022-09-20,0,36422,22093
close,14,18363,2022-04-15,4,49450,26452
dinner,9,23521,2022-04-28,2,22715,17127
trouble,15,5553,2020-07-03,4,45201,6401
pretty,2,19586,2021-02-03,5,41937,29259
husband,10,7173,2020-11-30,4,17912,1187
read,10,20431,2021-03-07,3,11739,27671
stuff,7,25636,2020-02-22,5,15543,27857
once,2,22906,2020-10-07,2,40882,232
medical,7,7737,2020-07-04,2,9618,7718
throw,8,9486,2020-08-23,2,16295,29542
agency,9,14567,2020-10-11,1,49175,26508
fish,12,29737,2021-05-31,2,40657,13456
husband,16,7449,2023-11-25,3,43394,23574
night,9,1347,2023-11-15,1,43476,29904
hold,16,15742,2020-01-25,1,43520,14818
oil,2,26296,2022-09-22,4,32165,16547
ground,13,10182,2020-01-09,3,14402,28185
grow,12,1147,2024-04-29,2,14089,11124
economy,8,19488,2021-12-02,3,18912,4182
save,3,17183,2024-01-23,4,37118,18987
worry,7,18850,2021-12-28,3,18656,11963
whose,1,14721,2022-04-23,4,17913,26016
lead,13,26367,2022-11-18,1,25370,21002
choose,1,4272,2021-11-29,3,5772,15114
avoid,5,13516,2024-01-20,0,42154,21340
amount,10,2629,2023-10-22,3,40314,16971
road,5,3460,2024-08-24,1,10096,11962
movement,13,4230,2022-09-20,4,20784,20082
will,11,23476,2021-01-12,1,44465,28227
third,15,12603,2022-11-29,4,35585,28039
result,14,20251,2022-03-17,0,39531,21823
when,7,7637,2020-09-23,4,13405,25131
try,6,822,2023-01-21,4,9407,3961
sometimes,3,17685,2024-05-02,1,43186,24987
point,8,23601,2021-12-22,1,41375,2746
trial,16,25452,2023-01-03,5,47672,17583
event,6,15115,2023-09-20,1,19368,10210
turn,1,3985,2024-02-10,3,37809,5148
front,11,18779,2020-04-02,2,45508,1708
Congress,8,23958,2022-09-20,1,33711,28288
position,16,28664,2023-05-08,1,10601,14181
daughter,4,5012,2020-01-12,1,44088,11563
yard,2,7866,2024-08-15,4,44185,10569
population,9,2667,2023-04-26,0,35382,8392
dog,6,9160,2024-02-16,2,30547,482
about,11,1656,2023-10-07,1,11467,8934
analysis,14,15845,2020-09-29,0,6725,23142
thus,14,25985,2023-10-10,3,23927,28260
south,1,1784,2023-04-02,2,20437,24888
room,8,22534,2024-05-17,5,8584,12395
particularly,6,22630,2023-10-04,4,31282,4024
ability,5,6476,2021-03-17,5,22426,6014
themselves,3,191,2022-01-15,3,45096,15122
here,14,26188,2023-09-13,3,41939,8569
yes,1,29797,2021-04-13,3,19285,29919
skill,2,24190,2020-07-16,5,36698,7877
together,8,15086,2023-01-22,4,45320,17377
remember,6,7592,2022-01-25,1,29371,6805
organization,13,28927,2023-06-12,3,12827,21366
whom,1,23707,2021-12-17,1,35925,22105
firm,6,20876,2020-10-09,5,23970,23536
argue,4,14770,2023-11-30,2,19419,3725
character,7,27299,2022-03-13,1,23175,26271
law,13,19129,2023-09-18,4,21717,6742
number,16,2367,2020-01-27,5,29634,11582
government,6,24618,2021-04-13,3,33697,6184
career,12,5238,2021-03-18,0,36759,23092
high,4,29348,2020-12-13,4,38581,15019
state,3,8871,2023-05-30,4,30414,11916
from,12,13108,2021-05-08,2,32831,14339
stay,15,25032,2023-04-01,4,7385,7561
nearly,1,28877,2020-05-05,1,5367,27814
loss,16,14876,2023-04-03,4,26094,25057
which,14,4020,2020-08-04,4,9353,20468
draw,6,9618,2022-01-28,4,5976,28512
specific,15,11292,2024-08-19,3,33245,8618
read,4,20310,2020-04-21,3,16531,7430
thousand,9,15336,2021-08-09,3,37708,21763
specific,12,29059,2022-09-28,1,47511,13095
final,9,28534,2024-08-31,1,31972,10057
buy,4,13473,2022-07-09,3,27378,13430
form,12,3896,2022-02-11,1,33933,23479
today,4,20963,2021-05-19,1,38000,25384
resource,15,23566,2022-07-12,4,5639,10018
opportunity,4,1520,2023-02-10,4,30433,19839
firm,8,23901,2024-10-09,4,17574,25730
establish,6,23890,2024-04-23,3,5078,20647
he,5,22996,2022-08-11,3,41347,13836
choice,11,5018,2023-11-14,2,19857,20910
training,7,16125,2022-01-21,0,9847,10887
budget,16,4100,2020-05-27,5,42140,23705
author,9,1279,2020-09-27,2,19874,2389
imagine,7,15267,2024-05-14,2,17680,16153
choose,8,18483,2020-03-20,1,49222,19013
artist,6,14809,2023-08-31,0,14133,26694
player,9,4266,2020-08-22,1,43673,22691
trade,5,28816,2021-04-07,4,13241,15672
scene,12,20710,2021-02-19,3,18742,5843
as,11,870,2022-01-29,0,21656,14848
stock,6,387,2024-02-26,1,42352,24629
player,12,12401,2022-03-28,5,38456,14427
test,11,18786,2021-07-02,0,17021,26020
child,15,13872,2022-01-21,1,17288,11431
policy,1,6869,2020-11-17,0,34430,20291
peace,11,20199,2021-11-12,1,10287,23517
let,6,21773,2020-03-21,5,18901,14746
simply,11,15911,2024-01-10,1,22056,25940
current,13,17730,2022-07-03,3,23140,10461
responsibility,6,2126,2020-07-11,0,47912,6581
policy,11,10457,2022-11-08,3,6411,22270
system,8,12669,2022-02-13,5,13647,18958
try,12,27978,2022-10-01,2,21281,19702
ten,5,15164,2024-04-20,1,35777,27550
garden,13,5480,2020-06-26,2,36016,17157
side,14,17414,2024-05-16,5,32059,22948
huge,4,27985,2023-11-30,3,16315,21998
official,5,19423,2020-08-21,4,28415,8624
protect,8,26910,2021-01-03,3,37796,23859
station,3,19529,2020-12-15,2,15972,25517
game,14,21458,2023-05-07,0,34404,17680
behavior,16,14567,2023-10-02,3,20618,19855
financial,8,26865,2020-07-02,4,6788,28200
training,6,10678,2020-05-22,0,18804,9867
because,3,7438,2023-12-09,3,38100,14842
then,11,1454,2022-07-11,1,17739,14419
benefit,5,23498,2021-08-31,5,9115,9927
professor,13,27537,2020-05-14,3,7067,16811
head,7,10004,2020-12-07,2,35337,9485
create,10,25904,2023-11-21,2,30132,16185
accept,12,411,2021-11-27,5,49053,18901
analysis,8,23023,2024-06-22,5,8457,23121
after,8,3945,2020-09-08,4,27375,21487
left,15,27129,2023-02-05,1,36619,24990
argue,7,15997,2022-03-30,5,25133,12915
film,4,9526,2020-12-17,1,24756,19033
cold,10,15930,2021-08-31,4,11230,6683
with,9,17808,2022-05-07,2,49273,3412
range,10,21566,2022-04-12,4,40332,2403
there,16,22545,2020-12-30,0,40608,12398
hair,15,9816,2022-03-27,1,34963,3569
develop,2,20415,2022-04-24,5,47034,13178
fast,9,27995,2020-08-01,2,17413,961
really,4,21037,2020-03-26,2,38102,20361
year,5,23468,2024-06-29,4,9182,14056
practice,10,14742,2020-05-31,3,28729,235
most,9,7402,2021-04-06,4,17531,20195
relate,11,8993,2022-08-09,1,39389,14226
glass,7,978,2023-09-11,2,27055,23605
enter,9,15649,2022-03-09,0,43031,11519
receive,7,9567,2023-06-06,4,34358,18856
there,10,26931,2023-11-01,1,11860,8535
behind,16,25154,2021-07-14,5,8800,29871
because,10,8671,2021-06-16,4,47264,17649
as,5,12881,2020-09-22,0,25808,8974
manage,10,27463,2024-07-17,0,40395,28184
several,4,27590,2022-08-08,1,14484,28334
cell,7,10490,2021-08-01,2,43318,3159
summer,12,7694,2021-09-20,2,46111,21229
skill,7,1254,2021-01-04,0,32132,8148
compare,6,14665,2021-03-28,5,11941,11844
indeed,1,2978,2020-04-09,5,26233,2580
audience,11,18085,2022-07-05,2,19534,19154
detail,4,8953,2020-09-15,4,30114,24893
pass,13,3553,2022-01-17,3,23490,22715
card,1,23403,2023-06-17,3,12176,20162
none,6,16813,2024-04-20,4,27336,6938
store,10,4431,2021-03-16,1,6563,550
professor,10,29182,2023-06-17,2,5138,24222
suddenly,5,12239,2024-03-30,0,35014,25317
attorney,3,28912,2023-07-11,5,45908,28366
pretty,3,14154,2021-04-09,1,28177,17889
thus,7,23498,2021-03-03,3,49879,8500
energy,1,17689,2021-09-02,1,11085,13018
agency,12,5359,2020-01-09,0,27184,15924
describe,2,6285,2021-04-12,3,49348,24003
car,7,22510,2023-05-16,5,11880,757
water,13,16293,2023-01-01,4,36628,1385
paper,10,10157,2020-12-04,0,27516,14089
situation,5,27418,2020-07-09,5,20497,6390
forward,7,14421,2022-01-27,3,34245,15886
hear,3,16012,2024-02-13,1,16786,8449
point,5,2973,2022-01-03,2,16792,24514
finish,12,22801,2023-09-25,4,23941,4906
every,16,822,2022-09-30,1,41175,745
question,15,26428,2021-10-24,2,46496,20584
should,3,5718,2022-04-17,0,11159,21643
how,2,9241,2021-03-23,5,20378,3596
feel,1,15411,2022-05-05,2,6229,22338
late,4,9781,2023-10-24,1,21410,9863
design,1,15877,2021-11-01,4,19309,10603
campaign,3,15399,2024-02-07,3,30889,9711
where,16,29854,2021-12-22,4,42708,11802
rest,14,8242,2023-01-24,1,7767,27087
draw,3,16982,2021-03-26,0,19900,28698
military,9,29350,2022-05-31,4,14438,12693
animal,7,23079,2024-03-19,3,16492,25507
person,9,1338,2022-05-24,1,33127,25745
improve,4,18900,2022-05-02,0,40629,23787
end,11,14981,2023-07-14,0,14981,23219
still,2,14578,2021-12-17,0,41105,21645
exactly,2,28618,2023-10-16,2,26301,23798
power,13,22764,2021-04-22,1,20086,5039
open,11,23540,2021-11-03,4,30613,26315
again,6,6357,2020-02-18,1,6383,7385
across,10,26100,2024-09-23,3,23073,10585
however,7,15630,2020-10-17,5,40390,27494
phone,11,20689,2022-12-02,0,29499,11877
these,3,10842,2023-10-17,1,37276,3729
city,9,22539,2022-04-20,4,38663,2712
house,16,21197,2023-11-06,4,18240,13378
way,4,11405,2024-04-08,0,12917,20077
human,2,8861,2024-07-05,3,46169,9543
market,5,2377,2020-02-09,4,12321,23280
which,14,19369,2020-02-15,4,31976,15989
section,6,15386,2021-05-18,0,41701,9739
stop,10,624,2022-06-06,1,11906,26618
available,3,19880,2024-08-29,1,7369,8728
different,5,21380,2021-10-30,4,41840,1984
none,14,22118,2020-08-15,2,20877,2367
statement,12,20410,2022-09-09,4,32041,20751
list,10,7114,2021-02-18,2,49183,25833
property,1,5636,2024-03-07,0,22288,28276
school,11,20178,2021-08-19,2,22999,14070
maybe,4,3766,2022-09-14,3,41848,28538
north,7,25846,2020-01-03,1,29085,20048
bring,14,3928,2022-06-30,2,5979,27843
clearly,5,14228,2022-12-11,3,26555,29747
defense,7,22977,2023-08-25,2,20701,163
bring,8,3541,2020-06-19,0,47064,1529
similar,13,14608,2022-12-09,5,16458,2473
people,8,25920,2020-02-14,5,11317,8154
crime,1,19979,2023-06-06,5,23884,8574
entire,12,17127,2023-07-25,5,14957,2933
toward,9,27886,2021-02-20,0,5790,17880
under,12,7324,2023-07-11,0,17939,20605
discussion,9,17041,2020-05-22,0,11004,27439
set,1,24353,2021-11-26,5,45268,9777
strategy,13,7733,2024-05-26,4,21032,27835
need,15,17047,2022-12-08,0,27687,3165
be,1,16642,2023-03-16,0,48110,22919
then,10,5912,2021-09-12,2,7845,14788
both,13,1798,2024-01-24,4,22096,5505
five,10,5860,2024-08-28,3,34879,18674
even,5,22100,2024-03-07,5,37163,14602
professional,8,4505,2021-08-13,4,25963,986
man,3,4031,2020-10-12,5,41711,14914
risk,9,7524,2020-09-11,4,23838,1621
way,10,7618,2023-12-25,0,32191,4212
eight,9,21864,2021-11-22,4,37539,20940
lose,4,4610,2020-11-28,0,34582,14312
your,14,21902,2021-09-26,1,11640,15300
thank,7,7628,2022-10-27,0,33071,21914
east,2,17492,2024-09-24,3,14173,13884
up,8,17986,2022-05-28,5,15998,4943
past,14,29734,2020-01-17,5,30932,20674
organization,12,24468,2023-03-20,4,27783,5976
customer,12,7606,2023-12-09,5,25198,4629
stand,8,22519,2022-05-01,3,42249,27509
yeah,14,5716,2021-03-06,0,27062,8266
avoid,13,18014,2024-07-09,4,8538,11867
more,16,18248,2020-11-22,4,43884,17564
nation,8,19072,2020-08-19,1,37567,21044
make,9,22222,2020-09-25,5,10360,19620
simple,16,16383,2021-01-14,4,5289,19853
around,9,28855,2021-04-12,3,29295,7779
miss,9,16608,2020-01-24,0,19614,24536
manager,11,20290,2021-01-07,2,44843,17993
respond,14,10690,2021-04-08,3,26735,14791
question,12,24683,2023-05-06,1,38743,28758
tough,6,23773,2023-06-01,0,37318,11131
measure,3,8311,2020-08-01,0,44438,21356
success,4,11139,2021-04-12,2,24315,13327
last,3,3016,2021-03-21,0,36612,340
education,11,25630,2020-11-27,3,27654,4660
life,6,16283,2022-03-11,1,25129,17132
recognize,5,7982,2023-11-15,0,5586,7515
build,13,514,2023-06-28,4,17640,208
hope,1,16719,2023-05-17,4,13356,14580
offer,15,14310,2020-05-19,0,25333,16838
sometimes,4,3924,2020-03-02,0,8580,29987
drop,11,29908,2022-02-13,2,47120,19414
have,16,6954,2023-08-13,5,32981,13226
artist,7,6310,2023-06-29,1,16023,16650
southern,2,27233,2020-03-15,1,15628,8515
require,14,14651,2021-03-09,4,35293,8064
adult,11,28394,2022-10-18,0,25519,9473
difference,13,4413,2022-09-18,0,40108,9113
order,9,22292,2021-04-12,3,37317,12408
a,11,15267,2023-10-27,5,42270,4324
total,3,1659,2021-05-19,1,7407,2912
throw,5,27048,2023-08-21,0,24420,5530
him,4,12147,2020-12-05,3,13321,463
drive,16,14701,2023-09-19,3,40262,5587
would,4,5588,2021-04-04,3,34672,2328
plant,7,20032,2022-12-11,3,30187,27824
anything,4,12855,2023-07-18,3,11056,3791
Republican,10,9311,2021-11-04,5,30735,9855
certain,11,24933,2020-04-20,0,38093,26457
daughter,16,11161,2024-08-18,3,37135,29137
sound,15,725,2023-11-05,1,26325,16170
huge,3,26250,2022-06-24,3,37097,13703
agency,7,14299,2021-12-18,0,37837,746
suggest,5,25486,2024-04-21,2,16970,26017
he,10,2096,2021-06-06,2,25238,11319
own,6,29707,2020-11-24,4,26405,2229
vote,1,17345,2020-03-30,2,34544,26665
nor,11,12364,2023-09-26,3,15720,25263
try,2,26114,2021-11-14,2,35055,1012
conference,4,27768,2020-07-19,1,21434,28441
Congress,12,17524,2023-06-09,2,30495,20754
art,2,19628,2020-11-06,2,45207,523
article,8,1632,2021-08-30,1,22207,1758
perhaps,15,28145,2024-08-26,0,21215,3763
purpose,15,16104,2021-07-14,4,19689,28933
after,6,8068,2021-10-08,0,15291,13162
resource,1,24161,2022-04-10,5,30854,5508
study,15,7980,2021-04-06,4,26505,22331
common,3,27523,2024-09-18,3,30906,6765
system,5,19217,2021-07-08,1,33103,19569
brother,1,8810,2021-08-15,2,34190,25899
best,2,9794,2023-01-29,2,36973,29371
very,7,3730,2024-01-16,4,35747,12218
fall,3,7888,2023-02-12,2,26611,24777
that,16,12590,2022-03-04,5,11309,20697
news,6,28541,2022-05-23,2,34423,28807
unit,16,18297,2023-07-26,3,7061,13210
while,16,18279,2022-10-17,4,37863,25827
take,13,8161,2020-09-29,4,43364,29487
affect,9,27714,2023-08-28,0,45173,3408
per,13,12634,2024-09-03,0,6547,3469
loss,3,18685,2024-09-30,2,22759,3714
while,3,9914,2020-10-08,4,40792,24635
number,7,9760,2024-02-19,1,20549,23003
find,2,13848,2023-10-28,3,20447,5931
mouth,10,16729,2020-10-17,2,25948,18125
experience,6,599,2022-06-06,1,23850,7551
result,6,5950,2022-12-23,5,46671,3710
along,1,25093,2024-02-26,2,38395,11861
win,16,28269,2023-08-25,4,36436,25902
enough,1,22853,2020-05-12,5,42052,3136
which,10,26770,2022-10-22,3,26240,5628
fine,4,16758,2021-12-02,1,29561,17507
nature,3,5766,2022-04-24,3,20287,5293
Republican,15,3282,2024-10-29,2,26448,28438
ok,5,4180,2021-03-19,0,18443,4927
heavy,16,423,2023-08-06,2,20520,23545
special,6,6378,2020-11-16,3,39164,14452
west,3,871,2023-09-03,3,34410,21377
mean,6,15509,2023-07-16,1,6937,9239
current,15,25958,2023-08-13,1,26221,11002
reveal,14,15860,2024-04-17,2,13077,1374
our,11,28163,2020-08-23,1,27359,14068
budget,12,3058,2022-06-22,3,25632,28685
career,3,593,2023-05-20,1,37083,2502
food,12,4564,2023-11-05,3,16957,16405
president,6,19798,2023-03-18,1,34775,18309
federal,8,23506,2020-08-08,2,21935,15012
that,1,29174,2022-08-09,5,29156,18538
billion,4,28045,2023-02-24,0,16810,6983
situation,1,9745,2024-07-06,1,43843,14113
a,8,11965,2023-08-12,5,5551,28906
go,16,1480,2023-11-28,0,45244,10633
safe,3,22354,2024-02-22,2,13853,7124
alone,6,10590,2020-05-24,3,10332,5850
laugh,2,6511,2021-12-06,4,47146,24120
front,1,27419,2023-07-18,1,37734,14248
hand,7,21026,2024-09-20,1,9643,16687
process,3,14014,2023-05-04,2,12229,3443
sea,7,14786,2020-01-11,0,11408,506
PM,8,8986,2020-10-25,5,44501,16648
approach,11,25654,2024-03-29,2,24076,10207
here,1,21285,2020-10-01,2,42140,25957
speech,13,10051,2024-08-15,2,33204,11478
or,6,2337,2024-02-24,1,8789,12324
check,5,471,2021-02-11,0,15895,4147
save,4,13753,2021-08-19,0,47525,18643
go,14,17166,2020-04-03,0,43679,18091
return,3,14090,2023-04-04,2,30406,8462
visit,12,10229,2024-02-07,5,40702,28383
country,15,25521,2020-09-17,2,19649,4101
amount,8,25818,2020-10-28,4,7662,11253
energy,16,21721,2021-01-08,2,19715,15021
system,11,9495,2020-03-10,1,34549,8049
reflect,13,21383,2024-09-30,3,32674,24442
popular,3,896,2020-01-27,5,48012,8108
smile,5,14414,2023-09-12,3,27388,10819
save,15,25218,2021-10-06,3,20442,25458
ever,8,27449,2023-04-15,3,8057,21315
player,1,20102,2021-09-25,1,34669,16602
part,6,3230,2021-09-27,2,20562,2284
them,1,20397,2021-04-13,0,16584,23940
professional,2,13151,2023-06-01,2,28923,16515
manager,11,9915,2023-07-18,1,44980,12609
effort,4,8470,2021-07-27,3,29842,24343
station,10,14142,2023-08-20,4,49388,28315
explain,10,9560,2023-05-13,5,14923,2298
my,13,8381,2020-10-10,1,43684,24784
usually,15,20213,2021-10-22,4,15354,7644
phone,14,6040,2022-09-07,2,20309,10923
girl,12,26692,2023-05-07,5,31059,25385
trouble,12,1869,2022-12-15,3,9114,19613
fast,13,12802,2022-12-25,3,40988,1736
together,5,2958,2023-09-04,0,30858,11486
begin,5,18392,2021-09-05,0,47181,20057
popular,4,8369,2021-07-01,2,40783,2430
beat,7,19139,2023-07-14,0,27755,7265
including,13,12802,2023-10-09,2,48327,20911
stock,8,12727,2020-02-28,1,25113,2424
sure,15,7758,2021-03-14,3,13444,3413
hold,12,3476,2020-03-18,2,6762,12761
great,3,13029,2023-01-03,3,44782,27230
stuff,11,29098,2023-10-17,0,28674,2534
sell,11,25966,2020-11-10,3,35223,23421
represent,3,13172,2020-01-10,0,35298,3897
cold,16,13049,2024-08-27,0,14146,25394
health,8,10438,2021-10-08,0,24793,5560
nice,5,19850,2020-10-21,0,41369,28968
current,5,1097,2024-08-29,0,39297,2987
send,2,29580,2020-03-29,2,21752,6794
whole,6,9874,2023-03-24,2,10981,13956
use,5,6347,2020-07-25,3,9067,17514
car,9,29800,2022-03-27,4,49999,14432
way,12,2663,2021-10-23,5,48244,15873
mouth,1,11414,2022-03-16,4,16611,26773
loss,16,98,2020-07-06,2,41316,26104
